Wavelength (μm),Transmission
3.000000e+0,1.000000e+0
3.037287e+0,1.000000e+0
3.075038e+0,1.000000e+0
3.113258e+0,1.000000e+0
3.151953e+0,1.000000e+0
3.191129e+0,1.000000e+0
3.230792e+0,1.000000e+0
3.270947e+0,1.000000e+0
3.311602e+0,1.000000e+0
3.352762e+0,1.000000e+0
3.394434e+0,1.000000e+0
3.436624e+0,1.000000e+0
3.479338e+0,1.000000e+0
3.522583e+0,1.000000e+0
3.566366e+0,1.000000e+0
3.610692e+0,1.000000e+0
3.655570e+0,1.000000e+0
3.701005e+0,1.000000e+0
3.747005e+0,1.000000e+0
3.793577e+0,1.000000e+0
3.840728e+0,1.000000e+0
3.888465e+0,1.000000e+0
3.936795e+0,1.000000e+0
3.985726e+0,1.000000e+0
4.035265e+0,1.000000e+0
4.085419e+0,1.000000e+0
4.136197e+0,1.000000e+0
4.187606e+0,1.000000e+0
4.239655e+0,1.000000e+0
4.292350e+0,1.000000e+0
4.345700e+0,1.000000e+0
4.399713e+0,1.000000e+0
4.454397e+0,1.000000e+0
4.509761e+0,1.000000e+0
4.565813e+0,1.000000e+0
4.622562e+0,1.000000e+0
4.680017e+0,1.000000e+0
4.738185e+0,1.000000e+0
4.797076e+0,1.000000e+0
4.856700e+0,1.000000e+0
4.917064e+0,1.000000e+0
4.978178e+0,1.000000e+0
5.040053e+0,1.000000e+0
5.102696e+0,1.000000e+0
5.166118e+0,1.000000e+0
5.230328e+0,1.000000e+0
5.295336e+0,1.000000e+0
5.361152e+0,1.000000e+0
5.427787e+0,1.000000e+0
5.495249e+0,1.000000e+0
5.563550e+0,1.000000e+0
5.632700e+0,1.000000e+0
5.702709e+0,1.000000e+0
5.773589e+0,1.000000e+0
5.845349e+0,1.000000e+0
5.918002e+0,1.000000e+0
5.991557e+0,1.000000e+0
6.066026e+0,1.000000e+0
6.141422e+0,1.000000e+0
6.217754e+0,1.000000e+0
6.295035e+0,1.000000e+0
6.373276e+0,1.000000e+0
6.452491e+0,1.000000e+0
6.532689e+0,1.000000e+0
6.613884e+0,1.000000e+0
6.696089e+0,1.000000e+0
6.779315e+0,1.000000e+0
6.863576e+0,1.000000e+0
6.948884e+0,1.000000e+0
7.035252e+0,1.000000e+0
7.122694e+0,1.000000e+0
7.211223e+0,1.000000e+0
7.300852e+0,1.000000e+0
7.391595e+0,1.000000e+0
7.483465e+0,1.000000e+0
7.576478e+0,1.000000e+0
7.670647e+0,1.000000e+0
7.765986e+0,1.000000e+0
7.862510e+0,1.000000e+0
7.960234e+0,1.000000e+0
8.059172e+0,1.000000e+0
8.159340e+0,1.000000e+0
8.260754e+0,1.000000e+0
8.363427e+0,1.000000e+0
8.467377e+0,1.000000e+0
8.572619e+0,1.000000e+0
8.679169e+0,1.000000e+0
8.787043e+0,1.000000e+0
8.896258e+0,1.000000e+0
9.006830e+0,1.000000e+0
