Wavelength (μm),Transmission
6.452491e+0,1.000000e+0
6.532689e+0,9.999970e-1
6.613884e+0,9.999936e-1
6.696089e+0,9.999882e-1
6.779315e+0,9.999517e-1
6.863576e+0,9.999305e-1
6.948884e+0,9.999186e-1
7.035252e+0,9.992405e-1
7.122694e+0,9.996417e-1
7.211223e+0,9.994658e-1
7.300852e+0,9.997778e-1
7.391595e+0,9.999428e-1
7.483465e+0,9.999800e-1
7.576478e+0,9.999948e-1
7.670647e+0,9.999989e-1
7.765986e+0,9.999995e-1
7.862510e+0,9.999880e-1
7.960234e+0,9.999039e-1
8.059172e+0,9.996860e-1
8.159340e+0,9.990505e-1
8.260754e+0,9.961847e-1
8.363427e+0,9.890719e-1
8.467377e+0,9.703611e-1
8.572619e+0,9.634952e-1
8.679169e+0,9.620221e-1
8.787043e+0,8.935407e-1
8.896258e+0,8.839273e-1
9.006830e+0,9.503939e-1
9.118777e+0,9.312924e-1
9.232115e+0,9.041572e-1
9.346862e+0,4.857903e-1
9.463035e+0,7.930564e-6
9.580652e+0,3.799346e-1
9.699730e+0,1.925525e-3
9.820289e+0,1.923128e-3
9.942346e+0,1.710854e-1
1.006592e+1,6.807622e-1
1.019103e+1,9.002042e-1
1.031770e+1,9.614833e-1
1.044594e+1,9.884086e-1
1.057577e+1,9.979528e-1
1.070722e+1,9.995258e-1
1.084030e+1,9.999246e-1
1.097503e+1,9.999887e-1
1.111144e+1,9.999961e-1
1.124955e+1,9.999881e-1
1.138937e+1,9.999665e-1
1.153093e+1,9.999385e-1
1.167425e+1,9.993744e-1
1.181935e+1,9.991708e-1
1.196625e+1,9.974748e-1
1.211498e+1,9.967351e-1
1.226556e+1,9.961579e-1
1.241801e+1,9.957100e-1
1.257235e+1,9.911243e-1
1.272862e+1,9.751475e-1
1.288682e+1,9.766453e-1
1.304699e+1,9.697628e-1
1.320915e+1,9.577650e-1
1.337333e+1,8.694401e-1
1.353955e+1,8.747846e-1
1.370784e+1,9.148324e-1
1.387821e+1,7.893404e-1
1.405070e+1,8.373440e-1
1.422534e+1,8.742607e-1
1.440215e+1,8.376897e-1
1.458116e+1,8.838150e-1
1.476239e+1,7.451375e-1
1.494587e+1,7.839066e-1
1.513163e+1,9.149678e-1
1.531971e+1,9.092124e-1
1.551012e+1,9.714723e-1
1.570289e+1,9.732801e-1
1.589806e+1,9.852035e-1
1.609566e+1,9.882787e-1
1.629572e+1,9.885547e-1
1.649826e+1,9.918872e-1
1.670332e+1,9.968192e-1
1.691092e+1,9.980004e-1
1.712111e+1,9.995138e-1
1.733391e+1,9.997970e-1
1.754936e+1,9.999379e-1
1.776748e+1,9.999743e-1
1.798831e+1,9.999979e-1
1.821189e+1,9.999996e-1
1.843825e+1,9.999998e-1
1.866742e+1,9.999999e-1
1.889944e+1,1.000000e+0
1.913434e+1,1.000000e+0
1.937216e+1,1.000000e+0
1.961294e+1,1.000000e+0
1.985671e+1,1.000000e+0
2.010351e+1,1.000000e+0
2.035338e+1,1.000000e+0
2.060635e+1,1.000000e+0
2.086247e+1,1.000000e+0
2.112177e+1,1.000000e+0
2.138430e+1,1.000000e+0
2.165009e+1,1.000000e+0
2.191918e+1,1.000000e+0
2.219161e+1,1.000000e+0
2.246743e+1,9.999996e-1
2.274668e+1,9.999966e-1
2.302940e+1,9.999965e-1
2.331564e+1,9.999978e-1
2.360543e+1,9.999974e-1
2.389882e+1,9.999993e-1
2.419587e+1,9.999999e-1
2.449660e+1,9.999997e-1
2.480107e+1,9.999990e-1
2.510932e+1,9.999975e-1
2.542141e+1,9.999962e-1
2.573737e+1,9.999970e-1
2.605727e+1,9.999882e-1
2.638113e+1,9.999903e-1
2.670903e+1,9.999868e-1
2.704100e+1,9.999240e-1
2.737709e+1,9.997864e-1
2.771736e+1,9.993947e-1
2.806187e+1,9.992718e-1
2.841065e+1,9.987952e-1
2.876377e+1,9.993035e-1
2.912128e+1,9.996785e-1
2.948323e+1,9.994772e-1
2.984968e+1,9.994504e-1
3.022068e+1,9.995261e-1
3.059630e+1,9.993034e-1
3.097658e+1,9.995689e-1
3.136159e+1,9.996617e-1
3.175139e+1,9.997373e-1
3.214603e+1,9.997331e-1
3.254557e+1,9.998288e-1
3.295008e+1,9.998765e-1
3.335962e+1,9.999168e-1
3.377425e+1,9.999549e-1
3.419404e+1,9.999590e-1
3.461904e+1,9.999841e-1
3.504932e+1,9.999888e-1
3.548495e+1,9.999964e-1
3.592600e+1,9.999957e-1
3.637253e+1,9.999977e-1
3.682460e+1,9.999983e-1
3.728230e+1,9.999966e-1
3.774568e+1,9.999987e-1
3.821483e+1,9.999922e-1
3.868980e+1,9.999959e-1
3.917068e+1,9.999948e-1
3.965754e+1,9.999929e-1
4.015045e+1,9.999945e-1
4.064948e+1,9.999972e-1
4.115472e+1,9.999956e-1
4.166623e+1,9.999963e-1
4.218410e+1,9.999926e-1
4.270841e+1,9.999910e-1
4.323924e+1,9.999949e-1
4.377667e+1,9.999942e-1
4.432077e+1,9.999944e-1
4.487164e+1,9.999921e-1
4.542935e+1,9.999830e-1
4.599400e+1,9.999866e-1
4.656566e+1,9.999771e-1
4.714443e+1,9.999411e-1
4.773039e+1,9.999830e-1
4.832363e+1,9.999808e-1
4.892425e+1,9.999855e-1
4.953234e+1,9.999805e-1
5.014798e+1,9.999821e-1
5.077127e+1,9.999599e-1
5.140231e+1,9.999441e-1
5.204120e+1,9.999778e-1
5.268802e+1,9.999576e-1
5.334289e+1,9.999618e-1
5.400589e+1,9.999565e-1
5.467713e+1,9.999504e-1
5.535672e+1,9.999307e-1
5.604475e+1,9.998685e-1
5.674134e+1,9.997431e-1
5.744658e+1,9.998518e-1
5.816059e+1,9.998018e-1
5.888348e+1,9.995117e-1
5.961534e+1,9.996672e-1
6.035631e+1,9.995037e-1
6.110648e+1,9.991324e-1
6.186598e+1,9.995498e-1
6.263492e+1,9.994307e-1
6.341341e+1,9.985943e-1
6.420158e+1,9.986476e-1
6.499955e+1,9.986491e-1
6.580744e+1,9.985948e-1
6.662536e+1,9.987990e-1
6.745345e+1,9.975169e-1
6.829184e+1,9.956893e-1
6.914064e+1,9.981019e-1
7.000000e+1,9.976228e-1
