global_iso_id,nu,sw,elower,gamma_air,n_air,gamma_self,nu-err,sw-err,gamma_air-err,n_air-err,gamma_self-err,nu-ref,sw-ref,gamma_air-ref,n_air-ref,gamma_self-ref
36,7622.150638,1.367e-30,2460.7635,0.0215,0.76,0.028,5,5,5,3,5,1483,1484,1485,1487,867
36,7622.150638,3.914e-32,2460.7635,0.0215,0.76,0.028,5,4,5,3,5,1483,1484,1485,1487,867
36,7629.869836,7.563e-31,1246.4487,0.0334,0.73,0.036,5,4,6,4,6,1483,1484,1485,1487,867
36,7633.90105,1.974e-31,2789.0821,0.0303,0.78,0.035,4,5,5,4,5,1179,855,307,582,867
36,7636.483476,1.075e-31,2230.4163,0.0235,0.68,0.029,5,4,5,4,5,1483,1484,1485,1487,867
36,7636.483476,3.96e-30,2230.4163,0.0235,0.68,0.029,5,5,5,4,5,1483,1484,1485,1487,867
36,7647.400653,3.988e-31,2627.869,0.0323,0.78,0.036,4,6,6,4,6,1179,855,307,582,867
36,7648.943632,1.529e-30,1083.4332,0.0352,0.73,0.037,5,4,6,4,6,1483,1484,1485,1487,867
36,7650.675212,1.083e-29,2011.2078,0.0254,0.69,0.03,5,5,5,4,5,1483,1484,1485,1487,867
36,7650.675212,2.788e-31,2011.2078,0.0254,0.69,0.03,5,4,5,4,5,1483,1484,1485,1487,867
36,7660.747059,7.571e-31,2477.8549,0.0345,0.8,0.038,4,6,6,4,6,1179,855,307,582,867
36,7664.725935,2.796e-29,1803.1738,0.0272,0.7,0.031,5,5,5,4,5,1483,1484,1485,1487,867
36,7664.725935,6.825e-31,1803.1738,0.0272,0.7,0.031,5,4,5,4,5,1483,1484,1485,1487,867
36,7667.887458,2.901e-30,931.7432,0.0369,0.74,0.038,5,4,6,4,6,1483,1484,1485,1487,867
36,7673.939791,1.349e-30,2339.0644,0.0368,0.8,0.039,4,6,6,4,6,1179,855,307,582,867
36,7678.635624,1.575e-30,1606.3483,0.029,0.71,0.032,5,4,5,4,5,1483,1484,1485,1487,867
36,7678.635624,6.807e-29,1606.3483,0.029,0.71,0.032,5,5,5,4,5,1483,1484,1485,1487,867
36,7686.699772,5.157e-30,791.4032,0.0387,0.74,0.04,5,4,6,4,6,1483,1484,1485,1487,867
36,7686.97827,2.252e-30,2211.5201,0.0392,0.81,0.041,4,6,6,4,6,1179,855,307,582,867
36,7692.404139,1.562e-28,1420.7632,0.0308,0.72,0.034,5,5,5,4,5,1483,1484,1485,1487,867
36,7692.404139,3.428e-30,1420.7632,0.0308,0.72,0.034,5,4,5,4,5,1483,1484,1485,1487,867
36,7693.696497,8.329e-32,3146.7193,0.0265,0.75,0.032,4,5,5,4,5,1179,855,307,582,867
36,7695.418515,9.123e-32,3144.9973,0.0265,0.75,0.032,4,5,5,4,5,1179,855,307,582,867
36,7695.672366,2.297e-32,3494.3409,0.0112,0.76,0.025,5,5,5,3,5,1483,1484,1485,1487,867
36,7697.254253,2.427e-32,3492.759,0.0112,0.76,0.025,5,5,5,3,5,1483,1484,1485,1487,867
36,7699.861823,3.512e-30,2095.2429,0.0416,0.81,0.042,4,6,6,4,6,1179,855,307,582,867
36,7701.999548,1.899e-31,2963.2069,0.0279,0.76,0.033,4,5,5,4,5,1179,855,307,582,867
36,7703.738851,2.092e-31,2961.4676,0.0279,0.76,0.033,4,5,5,4,5,1179,855,307,582,867
36,7705.155904,8.303e-32,3219.8506,0.0137,0.76,0.025,5,5,5,3,5,1483,1484,1485,1487,867
36,7705.378939,8.564e-30,662.4359,0.0405,0.75,0.041,5,4,6,4,6,1483,1484,1485,1487,867
36,7706.031236,3.374e-28,1246.4487,0.0325,0.73,0.035,5,5,6,4,6,1483,1484,1485,1487,867
