global_iso_id,nu,sw,elower,gamma_air,n_air,gamma_self,nu-err,sw-err,gamma_air-err,n_air-err,gamma_self-err,nu-ref,sw-ref,gamma_air-ref,n_air-ref,gamma_self-ref
26,1948.742646,2.296e-28,4953.0954,0.0408,0.67,0.043,4,7,5,2,6,1727,1077,1331,226,1331
26,1953.015948,5.39e-31,6246.4695,0.0438,0.67,0.046,4,7,5,6,6,1727,1077,1331,226,1331
26,1953.449325,1.879e-25,3452.1563,0.039,0.67,0.041,4,7,5,2,6,1727,1077,1331,226,1331
26,1953.744862,4.499e-28,4809.6541,0.0413,0.67,0.044,4,7,5,2,6,1727,1077,1331,226,1331
26,1957.803326,9.376e-31,6126.469,0.0443,0.67,0.047,4,7,5,6,6,1727,1077,1331,226,1331
26,1958.603539,3.995e-25,3292.4734,0.0395,0.67,0.042,4,7,5,2,6,1727,1077,1331,226,1331
26,1958.717473,8.652e-28,4669.92,0.0417,0.67,0.044,4,7,5,2,6,1727,1077,1331,226,1331
26,1962.560233,1.6e-30,6010.1709,0.0448,0.67,0.047,4,7,5,6,6,1727,1077,1331,226,1331
26,1963.660335,1.633e-27,4533.8983,0.0422,0.67,0.045,4,7,5,2,6,1727,1077,1331,226,1331
26,1963.728726,8.336e-25,3136.5095,0.0399,0.67,0.042,4,7,5,2,6,1727,1077,1331,226,1331
26,1967.286525,2.679e-30,5897.5796,0.0454,0.67,0.048,4,7,5,6,6,1727,1077,1331,226,1331
26,1968.573304,3.024e-27,4401.5944,0.0427,0.67,0.045,4,7,5,2,6,1727,1077,1331,226,1331
26,1968.824741,1.707e-24,2984.2707,0.0403,0.67,0.043,4,7,5,2,6,1727,1077,1331,226,1331
26,1971.982056,4.401e-30,5788.6996,0.046,0.67,0.049,4,7,5,6,6,1727,1077,1331,226,1331
26,1973.456238,5.495e-27,4273.0133,0.0432,0.67,0.046,4,7,5,2,6,1727,1077,1331,226,1331
26,1973.891441,3.431e-24,2835.7627,0.0408,0.67,0.043,4,7,5,2,6,1727,1077,1331,226,1331
26,1976.646683,7.09e-30,5683.5351,0.0465,0.67,0.049,4,7,5,6,6,1727,1077,1331,226,1331
26,1978.30899,9.796e-27,4148.1601,0.0438,0.67,0.046,4,7,5,2,6,1727,1077,1331,226,1331
26,1978.928683,6.766e-24,2690.9913,0.0413,0.67,0.044,4,7,5,2,6,1727,1077,1331,226,1331
26,1981.28026,1.12e-29,5582.0901,0.0471,0.67,0.05,4,7,5,6,6,1727,1077,1331,226,1331
26,1983.131417,1.713e-26,4027.0395,0.0443,0.67,0.047,4,7,5,2,6,1727,1077,1331,226,1331
